ticker,PE_ratio,ROE,DE_ratio,dividend_yield,revenue_growth,profit_margin,current_ratio,market_cap_raw,beta,sector,forward_return
TKO,78.8855,0.08129,42.785,1.56,-0.273,0.08989,1.456,10.229836676397271,0.233,Communication Services,-0.15734083147902067
TTD,29.448864,0.16783,14.456,,0.177,0.15717,1.71,10.102809366376432,1.091,Communication Services,-0.14564723136967045
TSCO,26.757282,0.45183998,230.228,1.76,0.033,0.07061,1.342,10.464274960943053,0.726,Consumer Cyclical,-0.10070842108342432
TT,35.540398,0.36956,63.247,0.91,0.056,0.13688,1.251,11.01449819693267,1.211,Industrials,-0.2361317988517844
TDG,41.482635,,,,0.139,0.22239,2.75,10.86247193116476,0.895,Industrials,-0.28016934520312464
TRV,10.739242,0.20698999,28.172,1.48,0.035,0.12878,0.37,10.817469428243424,0.517,Financial Services,0.43739301289433136
TRMB,38.110794,0.07322,23.855,,-0.014,0.118190005,1.085,10.203081215314944,1.576,Technology,0.0008146377309350417
TFC,13.5484295,0.08236,,3.99,0.032,0.28803,,10.820906505951697,0.855,Financial Services,-0.24751091931773592
TYL,41.862503,0.08901,17.355,,0.063,0.13532,1.05,10.115262380698011,0.897,Technology,-0.2338320005033714
TSN,114.21429,0.012560001,46.039,3.22,0.051,0.0036300002,1.533,10.352548529442247,0.465,Consumer Defensive,0.11296904985663692
USB,12.486992,0.12184,,3.53,0.053,0.28724,,10.952830199013535,1.057,Financial Services,-0.29167898997405484
UBER,14.707189,0.39925998,43.015,,0.201,0.19326,1.136,11.161584030620492,1.206,Technology,-0.15973658078465688
UDR,33.792038,0.09378,144.726,4.51,-0.004,0.21698,0.157,10.157645163561364,0.707,Real Estate,0.07945250525118702
ULTA,26.311613,0.47967,97.784,,0.129,0.09932,1.328,10.488271306476193,0.832,Consumer Cyclical,0.11051995552804894
UNP,21.734154,0.40377,177.733,2.11,-0.006,0.29123,0.908,11.189303225407501,0.987,Industrials,0.1878236796556153
UAL,10.685294,0.23987,203.089,,0.048,0.056760002,0.645,10.547580293224645,1.263,Industrials,0.01733253879088542
UPS,18.176828,0.33772,175.884,5.56,-0.032,0.06285,1.219,11.00501526322609,1.087,Industrials,0.235505722064199
URI,22.543718,0.28357,174.732,0.91,0.028,0.15492,0.945,10.74327576341032,1.676,Industrials,0.18195559579320658
UNH,15.173527,0.12538,77.08,3.11,0.123,0.02694,0.788,11.421212338294989,0.415,Healthcare,0.3806723445678835
UHS,11.205043,0.20028,70.037,0.34,0.134,0.08093,1.031,10.17576748778958,1.269,Healthcare,-0.16312338742173169
VLO,26.373016,0.082779996,39.561,2.44,0.039,0.01914,,10.791955396172227,0.722,Energy,0.28504448970836954
VTR,158.61111,0.0217,101.996,2.44,0.214,0.04321,0.38,10.60938918150478,0.772,Real Estate,0.043013493863425956
VRSN,25.001133,,,1.49,0.076,0.49842998,0.489,10.310015353037034,0.753,Technology,0.4412379105730427
VRSK,27.824615,2.68133,1295.046,1.01,0.059,0.30418,1.193,10.402585489200852,0.804,Industrials,-0.062258325166607315
VZ,12.075124,0.17069,171.781,5.72,0.02,0.124280006,0.913,11.315421200850656,0.316,Communication Services,0.058050787432461115
VRTX,32.766666,0.22307,10.594,,0.11,0.31349,2.362,11.109025868803641,0.319,Healthcare,-0.017336055021151764
VTRS,,-0.21087,97.03,3.04,0.002,-0.26134002,1.351,10.261176118884745,0.796,Healthcare,-0.25078051843913973
VICI,11.142585,0.10357001,62.925,6.07,0.044,0.70175004,37.05,10.495842803123761,0.705,Real Estate,-0.13671719914976305
V,29.494375,0.53954,54.612,0.83,0.146,0.50233,1.111,11.783019576467279,0.78,Financial Services,0.3883410293394219
VST,61.833935,0.1731,335.784,0.56,-0.209,0.06701,0.995,10.763682749652062,1.443,Utilities,0.46970772181674075
VMC,38.53719,0.13520999,56.296,0.61,0.144,0.14189,2.231,10.634767861875343,1.055,Basic Materials,0.06111471761648091
WRB,15.69663,0.19600001,31.481,0.5,0.015,0.120979995,,10.423974192716786,0.36,Financial Services,0.07236387872871497
GWW,32.14576,0.46098998,69.114,0.81,0.045,0.09508,2.827,10.735847739423559,1.108,Industrials,0.3761683709224107
WAB,37.4612,0.11096,38.347,0.42,0.148,0.104770005,1.106,10.640889761784797,1.015,Industrials,-0.20438638605273532
WMT,46.914337,0.23661,66.747,0.7,0.058,0.03259,0.803,12.029285285686719,0.671,Consumer Defensive,0.3787643396038471
DIS,15.463918,0.12024,40.909,1.47,0.052,0.128,0.669,11.269992818542702,1.419,Communication Services,0.07017844144711388
WBD,147.86842,0.00969,89.857,,-0.06,0.01281,1.074,10.842990826158058,1.616,Communication Services,-0.18251921931080506
WM,35.077614,0.29696,239.385,1.43,0.071,0.10744,0.889,10.976771571526234,0.586,Industrials,0.23559988462182097
WAT,30.041862,0.29279,54.952,,0.068,0.20302,,10.500757938728775,1.178,Healthcare,-0.27537840878769254
WEC,23.966736,0.11576,158.788,3.34,0.111,0.15893,0.587,10.574253572561297,0.583,Utilities,-0.21826048584073313
WFC,13.810384,0.11732,,2.09,0.05,0.26659,,11.433583089805992,1.062,Financial Services,0.02234178264085701
WELL,148.8662,0.025390001,49.488,1.42,0.413,0.08644,2.004,11.168009938012192,0.832,Real Estate,0.32987275074436545
WST,36.578674,0.16855,10.11,0.36,0.075,0.16059999,3.021,10.252727926835194,,Healthcare,-0.16218124328820077
WDC,26.849104,0.41126,,0.18,,0.35644,1.455,10.986902972590453,1.839,Technology,0.16010665756651882
WY,59.944447,0.03384,59.113,3.11,-0.098,0.046919998,1.293,10.288812983260167,1.033,Real Estate,0.4137956399546486
WSM,23.414097,0.56918997,70.88,1.28,0.046,0.14297,1.427,10.404497430763401,1.642,Consumer Cyclical,0.1529143498437761
WMB,33.785046,0.18555,195.805,2.95,0.087,0.22129999,0.531,10.946209529312629,0.665,Energy,0.3053184511349592
WTW,17.782421,0.20076,85.73,1.3,-0.033,0.16533001,1.205,10.442510958378382,0.619,Financial Services,-0.09156324212889702
WDAY,61.2479,0.073359996,42.719,,0.126,0.06955,1.829,10.590179407470211,1.124,Technology,-0.028971539066508678
WYNN,36.388535,,,0.93,0.083,0.07092,1.757,10.074829523679048,1.014,Consumer Cyclical,0.416526640132526
XEL,23.79532,0.09916,167.891,2.89,0.141,0.13757,,10.682501626269312,0.476,Utilities,0.30305331019959375
XYL,32.757652,0.08396,16.529,1.36,0.063,0.10592,1.625,10.495276141930002,1.163,Industrials,0.09724507656823883
YUM,29.034233,,,1.84,0.064,0.1898,1.346,10.650705459973697,0.657,Consumer Cyclical,0.32386562181481954
ZBRA,33.04651,0.116809994,74.108,,0.106,0.077649996,0.97,10.13759722796134,,Technology,-0.2054816814241489
ZBH,27.1831,0.05599,59.178,1.01,0.109,0.08566,1.982,10.28159051904178,0.608,Healthcare,0.14718213909306288
ZTS,21.463804,0.52577,135.05,1.69,0.03,0.28235,,10.75207674155991,,Healthcare,-0.17869704921946966
